Locus_Tag	Gene_Name	Product_Description	Strain_Name	Accession	GO_Term	Namespace	GO_Evidence_Code	Evidence_Ontology_ECO_Code	Evidence_Ontology_Term	Similar_To_Binds_To	PMID
PA0783	putP	sodium/proline symporter PutP	Pseudomonas aeruginosa PAO1 (Reference)	GO:1903809	L-proline import into cell	biological_process	IMP	ECO:0000315	mutant phenotype evidence used in manual assertion		PMID:18833300
PA0784	PA0784	probable transcriptional regulator	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003700	transcription factor activity, sequence-specific DNA binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00126	PMID:24451626
PA0784	PA0784	probable transcriptional regulator	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006355	regulation of transcription, DNA-templated	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00126	PMID:24451626
PA0785	azoR1	FMN-dependent NADH-azoreductase 1, AzoR1	Pseudomonas aeruginosa PAO1 (Reference)	GO:0016661	oxidoreductase activity, acting on other nitrogenous compounds as donors	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_01216	PMID:24451626
PA0785	azoR1	FMN-dependent NADH-azoreductase 1, AzoR1	Pseudomonas aeruginosa PAO1 (Reference)	GO:0055114	oxidation-reduction process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_01216	PMID:24451626
PA0785	azoR1	FMN-dependent NADH-azoreductase 1, AzoR1	Pseudomonas aeruginosa PAO1 (Reference)	GO:0016655	oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor	molecular_function	IDA	ECO:0000314	direct assay evidence used in manual assertion		PMID:24915188
PA0786	PA0786	probable transporter	Pseudomonas aeruginosa PAO1 (Reference)	GO:0016021	integral component of membrane	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00893	PMID:24451626
PA0787	PA0787	hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005524	ATP binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF13304	PMID:24451626
PA0788	PA0788	hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0016757	transferase activity, transferring glycosyl groups	molecular_function	ISS	ECO:0000250	sequence similarity evidence used in manual assertion	CAZy:NC	PMID:18838391
PA0789	PA0789	probable amino acid permease	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006810	transport	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00324	PMID:24451626
PA0789	PA0789	probable amino acid permease	Pseudomonas aeruginosa PAO1 (Reference)	GO:0016020	membrane	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00324	PMID:24451626
PA0789	PA0789	probable amino acid permease	Pseudomonas aeruginosa PAO1 (Reference)	GO:0055085	transmembrane transport	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00324	PMID:24451626
PA0789	PA0789	probable amino acid permease	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003333	amino acid transmembrane transport	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PIRSF006060	PMID:24451626
PA0789	PA0789	probable amino acid permease	Pseudomonas aeruginosa PAO1 (Reference)	GO:0015171	amino acid transmembrane transporter activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PIRSF006060	PMID:24451626
PA0789	PA0789	probable amino acid permease	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006865	amino acid transport	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS00218	PMID:24451626
PA0789	PA0789	probable amino acid permease	Pseudomonas aeruginosa PAO1 (Reference)	GO:0016021	integral component of membrane	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS00218	PMID:24451626
PA0790	PA0790	hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0016021	integral component of membrane	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF01925	PMID:24451626
PA0791	PA0791	probable transcriptional regulator	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003700	transcription factor activity, sequence-specific DNA binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS00041	PMID:24451626
PA0791	PA0791	probable transcriptional regulator	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006355	regulation of transcription, DNA-templated	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS00041	PMID:24451626
PA0791	PA0791	probable transcriptional regulator	Pseudomonas aeruginosa PAO1 (Reference)	GO:0043565	sequence-specific DNA binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS00041	PMID:24451626
PA0791	PA0791	probable transcriptional regulator	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003677	DNA binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF46689	PMID:24451626
PA0792	prpD	propionate catabolic protein PrpD	Pseudomonas aeruginosa PAO1 (Reference)	GO:0016829	lyase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF103378	PMID:24451626
PA0792	prpD	propionate catabolic protein PrpD	Pseudomonas aeruginosa PAO1 (Reference)	GO:0019629	propionate catabolic process, 2-methylcitrate cycle	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR02330	PMID:24451626
PA0792	prpD	propionate catabolic protein PrpD	Pseudomonas aeruginosa PAO1 (Reference)	GO:0047547	2-methylcitrate dehydratase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR02330	PMID:24451626
PA0792	prpD	propionate catabolic protein PrpD	Pseudomonas aeruginosa PAO1 (Reference)	GO:0051537	2 iron, 2 sulfur cluster binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR02330	PMID:24451626
PA0792	prpD	propionate catabolic protein PrpD	Pseudomonas aeruginosa PAO1 (Reference)	GO:0015976	carbon utilization	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA0792	prpD	propionate catabolic protein PrpD	Pseudomonas aeruginosa PAO1 (Reference)	GO:0044248	cellular catabolic process	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA0793	PA0793	hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0016853	isomerase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR02334	PMID:24451626
PA0793	PA0793	hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0019629	propionate catabolic process, 2-methylcitrate cycle	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR02334	PMID:24451626
PA0794	PA0794	probable aconitate hydratase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0008152	metabolic process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:G3DSA:3.30.499.10	PMID:24451626
PA0794	PA0794	probable aconitate hydratase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0019679	propionate metabolic process, methylcitrate cycle	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR02333	PMID:24451626
PA0795	prpC	citrate synthase 2	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005737	cytoplasm	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR01800	PMID:24451626
PA0795	prpC	citrate synthase 2	Pseudomonas aeruginosa PAO1 (Reference)	GO:0046912	transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR01800	PMID:24451626
PA0795	prpC	citrate synthase 2	Pseudomonas aeruginosa PAO1 (Reference)	GO:0036440	citrate synthase activity	molecular_function	IDA	ECO:0000314	direct assay evidence used in manual assertion		PMID:7626013
PA0795	prpC	citrate synthase 2	Pseudomonas aeruginosa PAO1 (Reference)	GO:0045239	tricarboxylic acid cycle enzyme complex	cellular_component	IDA	ECO:0000314	direct assay evidence used in manual assertion		PMID:7626013
PA0795	prpC	citrate synthase 2	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006099	tricarboxylic acid cycle	biological_process	IDA	ECO:0000314	direct assay evidence used in manual assertion		PMID:7626013
PA0796	prpB	carboxyphosphonoenolpyruvate phosphonomutase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0019629	propionate catabolic process, 2-methylcitrate cycle	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR02317	PMID:24451626
PA0796	prpB	carboxyphosphonoenolpyruvate phosphonomutase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0046421	methylisocitrate lyase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR02317	PMID:24451626
PA0796	prpB	carboxyphosphonoenolpyruvate phosphonomutase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003824	catalytic activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF51621	PMID:24451626
PA0796	prpB	carboxyphosphonoenolpyruvate phosphonomutase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0008152	metabolic process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS00161	PMID:24451626
PA0797	PA0797	probable transcriptional regulator	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003700	transcription factor activity, sequence-specific DNA binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00392	PMID:24451626
PA0797	PA0797	probable transcriptional regulator	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006355	regulation of transcription, DNA-templated	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00392	PMID:24451626
PA0799	PA0799	probable helicase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005524	ATP binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00176	PMID:24451626
PA0804	PA0804	probable oxidoreductase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0016491	oxidoreductase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PR00069	PMID:24451626
PA0804	PA0804	probable oxidoreductase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0055114	oxidation-reduction process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PR00069	PMID:24451626
PA0807	ampDh3	AmpDh3	Pseudomonas aeruginosa PAO1 (Reference)	GO:0009253	peptidoglycan catabolic process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF55846	PMID:24451626
PA0807	ampDh3	AmpDh3	Pseudomonas aeruginosa PAO1 (Reference)	GO:0008745	N-acetylmuramoyl-L-alanine amidase activity	molecular_function	IDA	ECO:0000005	enzyme assay evidence		PMID:23510438
PA0807	ampDh3	AmpDh3	Pseudomonas aeruginosa PAO1 (Reference)	GO:0009276	Gram-negative-bacterium-type cell wall	cellular_component	IDA	ECO:0000005	enzyme assay evidence		PMID:23510438
PA0807	ampDh3	AmpDh3	Pseudomonas aeruginosa PAO1 (Reference)	GO:0033252	regulation of beta-lactamase activity	biological_process	IDA	ECO:0000005	enzyme assay evidence		PMID:23510438
PA0808	PA0808	hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006950	response to stress	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF08327	PMID:24451626
PA0809	PA0809	probable transporter	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005215	transporter activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF01566	PMID:24451626
PA0809	PA0809	probable transporter	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006810	transport	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF01566	PMID:24451626
PA0809	PA0809	probable transporter	Pseudomonas aeruginosa PAO1 (Reference)	GO:0016020	membrane	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF01566	PMID:24451626
PA0810	PA0810	probable haloacid dehalogenase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0008152	metabolic process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR01493	PMID:24451626
PA0810	PA0810	probable haloacid dehalogenase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0016787	hydrolase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR01493	PMID:24451626
PA0810	PA0810	probable haloacid dehalogenase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0019120	hydrolase activity, acting on acid halide bonds, in C-halide compounds	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:cd02588	PMID:24451626
PA0811	PA0811	probable major facilitator superfamily (MFS) transporter	Pseudomonas aeruginosa PAO1 (Reference)	GO:0016021	integral component of membrane	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF07690	PMID:24451626
PA0811	PA0811	probable major facilitator superfamily (MFS) transporter	Pseudomonas aeruginosa PAO1 (Reference)	GO:0055085	transmembrane transport	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF07690	PMID:24451626
PA0812	PA0812	hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003824	catalytic activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:G3DSA:3.20.20.70	PMID:24451626
PA0812	PA0812	hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0016740	transferase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF05853	PMID:24451626
PA0812	PA0812	hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0019475	L-lysine catabolic process to acetate	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF05853	PMID:24451626
PA0813	PA0813	hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003824	catalytic activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:G3DSA:3.90.1150.10	PMID:24451626
PA0815	PA0815	probable transcriptional regulator	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003700	transcription factor activity, sequence-specific DNA binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS50931	PMID:24451626
PA0815	PA0815	probable transcriptional regulator	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006355	regulation of transcription, DNA-templated	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS50931	PMID:24451626
